,values
3250,1191.40625
3251,1186.523438
3252,1186.523438
3253,1186.523438
3254,1181.640625
3255,1171.875
3256,1176.757812
3257,1166.992188
3258,1166.992188
3259,1162.109375
3260,1166.992188
3261,1162.109375
3262,1157.226562
3263,1157.226562
3264,1152.34375
3265,1142.578125
3266,1142.578125
3267,1142.578125
3268,1132.8125
3269,1132.8125
3270,1127.929688
3271,1127.929688
3272,1123.046875
3273,1123.046875
3274,1123.046875
3275,1103.515625
3276,1113.28125
3277,1103.515625
3278,1103.515625
3279,1093.75
3280,1093.75
3281,1093.75
3282,1083.984375
3283,1083.984375
3284,1079.101562
3285,1079.101562
3286,1079.101562
3287,1069.335938
3288,1064.453125
3289,1064.453125
3290,1064.453125
3291,1054.6875
3292,1054.6875
3293,1049.804688
3294,1054.6875
3295,1044.921875
3296,1035.15625
3297,1040.039062
3298,1035.15625
3299,1035.15625
3300,1025.390625
3301,1020.507812
3302,1025.390625
3303,1020.507812
3304,1010.742188
3305,1010.742188
3306,1015.625
3307,1010.742188
3308,1000.976562
3309,1000.976562
3310,1000.976562
3311,986.328125
3312,986.328125
3313,981.445312
3314,981.445312
3315,981.445312
3316,966.796875
3317,966.796875
3318,966.796875
3319,966.796875
3320,961.914062
3321,952.148438
3322,952.148438
3323,952.148438
3324,942.382812
3325,942.382812
3326,937.5
3327,937.5
3328,932.617188
3329,932.617188
3330,942.382812
3331,932.617188
3332,932.617188
3333,927.734375
3334,932.617188
3335,922.851562
3336,922.851562
3337,913.085938
3338,922.851562
3339,927.734375
3340,922.851562
3341,917.96875
3342,908.203125
3343,888.671875
3344,898.4375
3345,898.4375
3346,898.4375
3347,903.320312
3348,898.4375
3349,893.554688
3350,883.789062
3351,888.671875
3352,869.140625
3353,864.257812
3354,883.789062
3355,898.4375
3356,869.140625
3357,864.257812
3358,864.257812
3359,864.257812
3360,849.609375
3361,859.375
3362,849.609375
3363,854.492188
3364,864.257812
3365,864.257812
3366,859.375
3367,859.375
3368,854.492188
3369,820.3125
3370,825.195312
3371,820.3125
3372,830.078125
3373,839.84375
3374,844.726562
3375,834.960938
3376,815.429688
3377,830.078125
3378,830.078125
3379,834.960938
3380,810.546875
3381,820.3125
3382,815.429688
3383,810.546875
3384,810.546875
3385,805.664062
3386,805.664062
3387,791.015625
3388,791.015625
3389,800.78125
3390,800.78125
3391,795.898438
3392,791.015625
3393,781.25
3394,781.25
3395,781.25
3396,786.132812
3397,776.367188
3398,776.367188
3399,781.25
3400,756.835938
3401,722.65625
3402,722.65625
3403,698.242188
3404,678.710938
3405,703.125
3406,727.539062
3407,688.476562
3408,747.070312
3409,698.242188
3410,712.890625
3411,693.359375
3412,717.773438
3413,703.125
3414,742.1875
3415,742.1875
3416,712.890625
3417,668.945312
3418,698.242188
3419,693.359375
3420,698.242188
3421,683.59375
3422,708.007812
3423,727.539062
3424,698.242188
3425,639.648438
3426,673.828125
3427,678.710938
3428,673.828125
3429,649.414062
3430,683.59375
3431,678.710938
3432,659.179688
3433,629.882812
3434,654.296875
3435,639.648438
3436,620.117188
3437,629.882812
3438,649.414062
3439,625.0
3440,615.234375
3441,620.117188
3442,625.0
3443,625.0
3444,620.117188
3445,620.117188
3446,615.234375
3447,615.234375
3448,605.46875
3449,600.585938
3450,600.585938
3451,605.46875
3452,600.585938
3453,600.585938
3454,600.585938
3455,600.585938
3456,600.585938
3457,600.585938
3458,600.585938
3459,600.585938
3460,600.585938
3461,600.585938
3462,600.585938
3463,600.585938
3464,600.585938
3465,600.585938
3466,600.585938
3467,600.585938
3468,600.585938
3469,600.585938
3470,600.585938
3471,600.585938
3472,600.585938
3473,600.585938
3474,600.585938
3475,600.585938
3476,600.585938
3477,600.585938
3478,600.585938
3479,600.585938
3480,600.585938
3481,600.585938
3482,600.585938
3483,600.585938
3484,600.585938
3485,600.585938
3486,600.585938
3487,600.585938
3488,600.585938
3489,600.585938
3490,600.585938
3491,600.585938
3492,600.585938
3493,600.585938
3494,600.585938
3495,600.585938
3496,600.585938
